,Alay,KBBI
3610,romantisny,romatisnya
3611,duhhh,duh
3612,pcar,pacar
3613,kakanga,kakaknya
3614,slw,selow
3615,cpa,siapa
3616,akuu,aku
3617,aelah,alah
3618,orabg,orang
3619,mukanyaa,mukanya
3620,kakakny,kakaknya
3621,woooyy,woy
3622,ngelucu,melucu
3623,bukak,buka
3624,mato,mata
3625,kareno,karena
3626,cino,cina
3627,munafikk,munafik
3628,meker,mikir
3629,indoneaia,indonesia
3630,benarin,membenarkan
3631,jaadii,jadi
3632,apo,apa
3633,nyo,nya
3634,miara,memiara
3635,jalanani,menjalani
3636,dalil2,dalil-dalil
3637,sunah2,sunah-sunah
3638,sdah,sudah
3639,benda2,benda-benda
3640,bilang2,bilang-bilang
3641,emangnya,memangnya
3642,rumpiin,rumpi
3643,hotak,botak
3644,ikut2,ikut-ikut
3645,jawabanny,jawabannya
3646,mikir2,memikir-mikir
3647,melihara,memelihara
3648,oooh,oh
3649,hidupx,hidupnya
3650,ngefans,fan
3651,lsg,langsung
3652,uztad,ustad
3653,anjingnyaa,anjingnya
3654,pegang2,pegang-pegang
3655,ilmh,ilmu
3656,menasehati,menasihati
3657,suka2,suka-suka
3658,kelus,kali
3659,hubngan,hubungan
3660,koclak,kocak
3661,bju,baju
3662,cinggirnyaaaa,cinggirnya
3663,yahhhh,ya
3664,miripppp,mirip
3665,sedikitlaahh,sedikitlah
3666,miriplahhhhhh,miriplah
3667,syediih,sedih
3668,mirp,mirip
3669,baju.a,bajunya
3670,wiiiihhhhhhhhh,wih
3671,gantheng,ganteng
3672,synk,sayang
3673,ngfans,fan
3674,miriiippp,mirip
3675,idungnya,hidungnya
3676,wooow,wow
3677,panglingg,pangling
3678,artisnyaa,artisnya
3679,dtggu,ditunggu
3680,trnyata,ternyata
3681,bgtttttttt,banget
3682,rapih,rapi
3683,buuun,bun
3684,iyaappps,iya
3685,sukse,sukses
3686,nih2,nih-nih
3687,baruu,baru
3688,kecptan,kecepatan
3689,rmbutnya,rambutnya
3690,giti,begitu
3691,penganten,pengantin
3692,wrn,warna
3693,ne,ini
3694,cantikkkkk,cantik
3695,fans,fan
3696,loksyut,lokasi syuting
3697,amfun,ampun
3698,k',kak
3699,asuuu,asu
3700,kuu,ku
3701,dsini,disini
3702,dibls,dibalas
3703,ceklist,ceklis
3704,terusss,terus
3705,tlvn,telepon
3706,trkrim,terkirim
3707,kelaluan,kelakuan
3708,guanteng,ganteng
3709,cucok,cocok
3710,c,sih
3711,gueee,gue
3712,semangatt,semangat
3713,haduh,aduh
3714,mlz,malas
3715,emak2,emak-emak
3716,tante2,tante-tante
3717,kepoh,kepo
3718,jalanin,menjalani
3719,repong,repot
3720,ngrusin,mengurusi
3721,dnk,dong
3722,senyumna,senyumnya
3723,ngejelek2in,menjelek-jelekkan
3724,hotx,hotnya
3725,cwnya,ceweknya
3726,mbaaahhh,mbah
3727,pasangn,pasangan
3728,sttus,status
3729,aama,sama
3730,hadeuuhhhh,aduh
3731,lebar2,lebar-lebar
3732,sstu,sesuatu
3733,serasiii,serasi
3734,cocokx,cocoknya
3735,emakx,emaknya
3736,iniiiiiiiiiiiiiii,ini
3737,cocookk,cocok
3738,kll,kalo
3739,arghhh,ah
3740,ungkapin,ungkapkan
3741,merrid,merit
3742,neh,nih
3743,cocokkkkk,cocok
3744,yaolohh,ya allah
3745,aee,saja
3746,naggung,menanggung
3747,battt,banget
3748,am,sama
3749,tah,teh
3750,luthuna,lucunya
3751,astagaaa,astaga
3752,suaraynyaa,suaranya
3753,duanyaa,duanya
3754,anjayyyy,anjay
3755,coeggg,coeg
3756,ancur,hancur
3757,koplak,kocak
3758,uaaasssiiiik,asik
3759,boss,bos
3760,nyubit,mencubit
3761,dede,adek
3762,gemez,gemas
3763,tium,cium
3764,gemeeezzzz,gemas
3765,ppa,papa
3766,papahhhnya,papahnya
3767,duuuhh,duh
3768,ginting,ganteng
3769,bingiiittzz,banget
3770,iiihh,ih
3771,dedeknya,adeknya
3772,hadeeuh,aduh
3773,geneeee,begini
3774,yooow,ya
3775,gemezz,gemas
3776,gayax,gayanya
3777,infpyunnnn,ampun
3778,paraaah,parah
3779,papiii,papi
3780,kamunyaa,kamunya
3781,ngambek,mengambek
3782,haduuuh,aduh
3783,kapaan,kapan
3784,nginjek,menginjak
3785,putihnyaa,putihnya
3786,ituuuu,itu
3787,omaaaaaaakk,oma
3788,loncattt,loncat
3789,didatengin,didatangi
3790,abg,abang
3791,kmariiin,kemarin
3792,ayoklaa,ayolah
3793,jelasssss,jelas
3794,kaliiin,kalian
3795,ujunggg,ujung
3796,kaakaaaa,kakak
3797,srruu,seru
3798,kannn,kan
3799,jmpaaaa,jumpa
3800,yukkk,yuk
3801,haii,hai
3802,syukaaakkk,suka
3803,dengeeriin,dengarkan
3804,yakaliiiii,yakali
3805,atuhh,atuh
3806,ngertii,mengerti
3807,apalgi,apalagi
3808,akuh,aku
3809,mesrany,mesranya
3810,jendes,janda
3811,ngggk,enggak
3812,coccokk,cocok
3813,msa,masa
3814,jendesss,janda
3815,klepek2,klepek-klepek
3816,bngtttt,banget
3817,ponakn,ponakan
3818,tantee,tante
3819,gadiss,gadis
3820,tpy,tapi
3821,jnda,janda
3822,bngy,banget
3823,bujngn,bujangan
3824,ngp,mengapa
3825,padetan,padatan
3826,bawa2,bawa-bawa
3827,nyobain,mencoba
3828,pcaran,pacaran
3829,or,orang
3830,tdak,tidak
3831,prcuma,percuma
3832,langgengggg,langgeng
3833,sekaliiiii,sekali
3834,anehhh,aneh
3835,hayal,khayal
3836,bedua,berdua
3837,bapeerr,bawa perasaan
3838,keinget,teringat
3839,merekak,mereka
3840,kreeenn,keren
3841,abisss,habis
3842,kocaaaakkk,kocak
3843,abiiiss,habis
3844,pass,pas
3845,personill,personil
3846,lengkapp,lengkap
3847,ampuuun,ampun
3848,iiihhhh,ih
3849,flim.a,filmnya
3850,trusan.a,terusannya
3851,tdung,tudung
3852,gangguin,mengganggu
3853,lgkah2,langkah-langkah
3854,taw,tau
3855,cntiiikkk,cantik
3856,tegaar,tegar
3857,sktlrang,sekarang
3858,kangeeeennnnn,kangen
3859,sjk,sejak
3860,tambh,tambah
3861,nangiis,menangis
3862,nyaaaaaaaaa,nya
3863,bundaa,bunda
3864,duuhhhhh,duh
3865,gaada,enggak ada
3866,malsudnya,maksudnya
3867,lluuccuu,lucu
3868,siappa,siapa
3869,martabakk,martabak
3870,skali2,sekali-kali
3871,kueren2,keren-keren
3872,abgnya,abangnya
3873,warkop,warung kopi
3874,hayuu,hayo
3875,kenapaa,kenapa
3876,ilang2an,hilang-hilangan
3877,ayooook,ayo
3878,astagaaaaaaaa,astaga
3879,inihhh,ini
3880,oom,om
3881,mansetan,bermanset
3882,cadasss,cadas
3883,kereeeeennn,keren
3884,"temen""",teman-teman
3885,telefisi,televisi
3886,nikmatin,menikmati
3887,mantappp,mantap
3888,mbahh,mbah
3889,giitu,begitu
3890,mtanya,matanya
3891,cpit,sipit
3892,dee,dek
3893,sumvahh,sumpah
3894,tamvann,tampan
3895,guaaaaaaa,gua
3896,capa,sapa
3897,ngakakkk,mengakak
3898,liaat,lihat
3899,gantweng,ganteng
3900,anjjjjjjjj,anjing
3901,gakwad,enggak kuat
3902,seru2,seru-seru
3903,iniii,ini
3904,favoriteeee,favorit
3905,adaa,ada
3906,dinyanyiin,dinyanyikan
3907,seruu,seru
3908,nyengir,menyengir
3909,temennya,temannya
3910,klk,kelak
3911,brjdh,berjodoh
3912,akhrt,akhirat
3913,kangennnnn,kangen
3914,kanggen,kangen
3915,kangennnnnnn,kangen
3916,ysh,ya
3917,sypa,siapa
3918,nangisss,menangis
3919,brjodoh,berjodoh
3920,kaliann,kalian
3921,barengg,bareng
3922,kpnpun,kapanpun
3923,mendj,menjadi
3924,allahhhh,allah
3925,merindinggg,merinding
3926,amiennnn,amien
3927,iihh,ih
3928,lhir,lahir
3929,udeh,sudah
3930,menjdi,menjadi
3931,debay,adek bayi
3932,bangeer,banget
3933,lafazd,lafaz
3934,pmbyran,pembayaran
3935,plsa,pulsa
3936,"dimana""",dimana-mana
3937,sokk,sok
3938,ngambekan,ambekan
3939,sma2,sama-sama
3940,ngom,mengomong
3941,toloollll,tolol
3942,bodhooo,bodoh
3943,peliharaaaa,pelihara
3944,makanyaa,makanya
3945,"ati""",hati-hati
3946,kemakan,termakan
3947,bodhoo,bodoh
3948,siihhh,sih
3949,andaaa,anda
3950,buktinyaaa,buktinya
3951,smuaaa,semua
3952,ngambeknya,mengambeknya
3953,kebongkar,terbongkar
3954,tapii,tapi
3955,kasiian,kasihan
3956,diladenin,diladeni
3957,comen,komen
3958,ngtif,negatif
3959,comntr,komentar
3960,kaliannn,kalian
3961,brdiri,berdiri
3962,mulutny,mulutnya
3963,msalah,masalah
3964,trserh,terserah
3965,waduuuuh,waduh
3966,ngedukung,mendukung
3967,dihpus,dihapus
3968,mrekaa,mereka
3969,cakeeeeppp,cakep
3970,benerr,benar
3971,"brg""",bareng-bareng
3972,baanget,banget
3973,anjaaaayyyyyy,anjay
3974,ngetsz,banget
3975,utkmu,untukmu
3976,anj,anjing
3977,merekaa,mereka
3978,kann,kan
3979,dieee,dia
3980,yaahh,ya
3981,hijap,hijab
3982,ternodain,ternodai
3983,ngeri2,ngeri-ngeri
3984,mn,mana
3985,kt2,kata-kata
3986,agk,agak
3987,slhkan,salahkan
3988,jilbabny,jilbabnya
3989,perilakuny,perilakunya
3990,ketaatanny,ketaatannya
3991,kepda,kepada
3992,sblmny,sebelumnya
3993,bljr,belajar
3994,pedulilaaaah,pedulilah
3995,ingetin,mengingatkan
3996,terjrumus,terjerumus
3997,stuju,setuju
3998,sbb,sebab
3999,igtlah,ingatlah
4000,dtgkan,datangkan
4001,benahin,membenahi
4002,ohhhh,oh
4003,yapp,ya
4004,jauhh,jauh
4005,bingitt,banget
4006,buka2an,buka-bukaan
4007,ngembali,kembali
4008,semngat,semangat
4009,lekong,laki
4010,kacauuuu,kacau
4011,ngimpi,mimpi
4012,ngerampas,merampas
4013,ngehancurin,menghancurkan
4014,ngungkit2,mengungkit-ungkit
4015,kaleee,kali
4016,caranga,caranya
4017,usa,usah
4018,dipikirin,dipikirkan
4019,nunduk,menunduk
4020,tembemmm,tembem
4021,lucuuuuuuuuuu,lucu
4022,bundaaa,bunda
4023,nyubitt,mencubit
4024,jls2,jelas-jelas
4025,supeer,super
4026,inni,ini
4027,appa,apa
4028,hayooo,hayo
4029,adyem,adem
4030,mitnah,memfitnah
4031,cantiknyaaaaa,cantiknya
4032,tmbm,tembam
4033,cantix,cantik
4034,kriput,keriput
4035,jelex,jelek
4036,drmn,darimana
4037,"laku""",laku-laku
4038,"orang""nya",orang-orangnya
4039,cape,capek
4040,mancing2,memancing-mancing
4041,eeeeh,eh
4042,kpancing,terpancing
4043,lakuin,melakukan
4044,cri,cari
4045,sbenernya,sebenarnya
4046,mikirinnn,memikirkan
4047,"diam""",diam-diam
4048,mengalahkn,mengalahkan
4049,nyindirin,menyindir
4050,nee,ini
4051,klakuan,kelakuan
4052,mksdx,maksudnya
4053,shabat,sahabat
4054,jk,jika
4055,brbuat,berbuat
4056,mmberi,memberi
4057,nm,nama
4058,sbhabat,sahabat
4059,pnjerumus,penjerumus
4060,tman,teman
4061,shbat,sahabat
4062,melakukn,melakukan
4063,seorg,seorang
4064,berkluarga,berkeluarga
4065,siapa2,siapa-siapa
4066,ketipu,tertipu
4067,"laki""",laki-laki
4068,mengait2kan,mengait-ngaitkan
4069,nyir2,nyinyir
4070,gosipin,menggosipkan
4071,sendri,sendiri
4072,bntar,bentar
4073,duuuhhh,duh
4074,nmbk,menembak
4075,gakkk,enggak
4076,abiiiiisssss,habis
4077,tikung2,tikung-tikung
4078,cwok,cowok
4079,bangedd,banget
4080,wuastagah,astaga
4081,bedaaa,beda
4082,jaoooh,jauh
4083,mateeeeeeeeeeee,mati
4084,parsis,persis
4085,sumpeh,sumpah
4086,iyh,iya
4087,kmana,kemana
4088,cantiqs,cantik
4089,kecik,kecil
4090,brasa,berasa
4091,trlihat,terlihat
4092,mmberikan,memberikan
4093,khidupan,kehidupan
4094,srpti,seperti
4095,dinamakn,dinamakan
4096,sgtu,sebegitu
4097,paati,pasti
4098,kutuu,kutu
4099,setelur2nya,setelur-telurnya
4100,khadiran,kehadiran
4101,kel,keluarga
4102,srta,serta
4103,kcil,kecil
4104,kberkahn,keberkahan
4105,kbahagiaan,kebahagiaan
4106,tntram,tentram
4107,brsama,bersama
4108,hngga,hingga
4109,brpndapat,berpendapat
4110,trutama,terutama
4111,hiraukn,hiraukan
4112,diamkn,diamkan
4113,hrsny,harusny
4114,brsyukur,bersyukur
4115,mmberikn,memberikan
4116,rasakn,rasakan
4117,cari2,cari-cari
4118,kesalahanny,kesalahannya
4119,kekuranganny,kekurangannya
4120,seandainy,seandainya
4121,perasaanny,perasaannya
4122,diindonesis,diindonesia
4123,liyatnya,lihatnya
4124,kayahhh,kaya
4125,ala2,ala-ala
4126,yook,yuk
4127,yoookkkk,yuk
4128,siihh,sih
4129,elus2,elus-elus
4130,asliiiii,asli
4131,aduuhhhh,aduh
4132,belom,belum
4133,padahl,padahal
4134,btul,betul
4135,kejahatn,kejahatan
4136,slam,salam
4137,ngelewati,melewati
4138,kalu,kalau
4139,ngerendahin,merendahkan
4140,apaalahh,apalah
4141,tnp,tanpa
4142,menyebut2,menyebut-nyebut
4143,mnt,minta
4144,kiya,kita
4145,miriiiiip,mirip
4146,dirimuuu,dirimu
4147,yoiiu,yoi
4148,semuanyaaaa,semuanya
4149,suka.a,sukanya
4150,jdii,jadi
4151,blnja,belanja
4152,brangnya,barangnya
4153,ada2,ada-ada
4154,nimpuk,menimpuk
4155,abiss,habis
4156,prlu,perlu
4157,coyyy,coy
4158,suaranyaa,suaranya
4159,jnagn,jangan
4160,kcwa,kecewa
4161,jaman2,jaman-jaman
4162,sok2an,sok-sokan
4163,dket2in,dekat-dekati
4164,cobak,coba
4165,britanya,beritanya
4166,tau2,tau-tau
4167,mahh,mah
4168,jamam,jaman
4169,paraa,para
4170,seharusny,seharusnya
4171,dasaar,dasar
4172,bergunaa,berguna
4173,mulutnyaaa,mulutnya
4174,blkng,belakang
4175,kcewa,kecewa
4176,mnusuk,menusuk
4177,blkang,belakang
4178,nembak,menembak
4179,trmanis,termanis
4180,krng,kurang
4181,kaciiaann,kasihan
4182,nyela,mencela
4183,ngejilat,menjilat
4184,hallooo,halo
4185,deketin,dekati
4186,tayik,tahi
4187,halooo,halo
4188,ustzah,ustazah
4189,halow,halo
4190,poooolllll,pol
4191,tahannn,tahan
4192,aduuh,aduh
4193,nyimpen,menyimpan
4194,ngarsipin,mengarsipkan
4195,cman,cuman
4196,gituuuuu,begitu
4197,kyy,kaya
4198,kngn,kangen
4199,kq,kok
4200,nyesek,menyesak
4201,rinduuuuuuu,rindu
4202,b2,berdua
4203,kangeeeennn,kangen
4204,mg,moga
4205,aamiiiiinnn,amin
4206,gemezzzz,gemas
4207,kangennnnnn,kangen
4208,prh,parah
4209,bakattt,bakat
4210,napsuu,napsu
4211,gmau,enggak mau
4212,luccu,lucu
4213,prasaan,perasaan
4214,lahirr,lahir
4215,setujuuuu,setuju
4216,sering2,sering-sering
4217,ceemen,cemen
4218,"sembunyi""""",sembunyi-sembunyi
4219,skrnh,sekarang
4220,cerdiik,cerdik
4221,jeniuss,jenius
4222,kurangin,kurangi
4223,kreen,keren
4224,s'lalu,selalu
4225,mauuuuuu,mau
4226,mintk,minta
4227,nyolong,mencolong
4228,pnjng,panjang
4229,slaluuuuu,selalu
4230,kanggggg,kang
4231,rezeqinya,rezekinya
4232,pintr,pintar
4233,dekk,dek
4234,kura2,kura-kura
4235,edaaann,edan
4236,nempel,menempel
4237,hatiiii,hati
4238,sukkaa,suka
4239,luuuucuuu,lucu
4240,caantiiik,cantik
4241,luucuuu,lucu
4242,putihh,putih
4243,"terus""an",terus-terusan
4244,siiih,sih
4245,ternyataa,ternyata
4246,pollll,pol
4247,sekaliiii,sekali
4248,peduliin,mempedulikan
4249,komntr,komentar
4250,smngat,semangat
4251,dosax,dosanya
4252,pahalax,pahalanya
4253,akhirt,akhirat
4254,tinggalkn,tinggalkan
4255,rumh,rumah
4256,mk,maka
4257,trhtung,terhitung
4258,naaaa,nya
4259,ademmm,adem
4260,cerdass,cerdas
4261,tambahh,tambah
4262,polll,pol
4263,didengerin,didengarkan
4264,mantapppppp,mantap
4265,ngerespon,merespons
4266,dulurrr,dulur
4267,brusaha,berusaha
4268,lebh,lebih
4269,amin2,amin-amin
4270,positippp,positif
4271,jauuhhh,jauh
4272,brhjb,berhijab
4273,mdh2n,mudah-mudahan
4274,slmnya,salamnya
4275,jlbb,jilbab
4276,dempga,semoga
4277,selmnya,selamanya
4278,tth,teteh
4279,otot2,otot-otot
4280,lengkeeett,lengket
4281,caaannnttiikkk,cantik
4282,trusss,terus
4283,ademm,adem
4284,apalagiii,apalagi
4285,passs,pas
4286,beginii,begini
4287,satuu,satu
4288,cuantek,cantik
4289,akuuuur,akur
4290,iniehh,ini
4291,sayangx,sayangnya
4292,jodohx,jodohnya
4293,kaliaan,kalian
4294,haslnya,hasilnya
4295,kencng,kencang
4296,pmbantu,pembantu
4297,kmbl,kembali
4298,cuchook,cocok
4299,kloop,klop
4300,sempurnaa,sempurna
4301,klihatan,kelihatan
4302,cintax,cintanya
4303,pnuh,penuh
4304,ngrti,mengerti
4305,"mudah""an",mudah-mudahan
4306,"segala""ny",segala-galanya
4307,mantanny,mantannya
4308,jodohny,jodohnya
4309,cantk,cantik
4310,ituuu,itu
4311,kaasian,kasihan
4312,padhl,padahal
4313,"ank""",anak-anak
4314,pkrin,pikirkan
4315,anakx,anaknya
4316,sia2kan,sia-siakan
4317,naaahhh,nah
4318,beluumm,belum
4319,sayangggq,sayangku
4320,kreean,keren
4321,ciiieee,cie
4322,cieee,cie
4323,cieeee,cie
4324,berenanh,berenang
4325,pacarr,pacar
4326,bingitss,banget
4327,besokkk,besok
4328,annnnjjjjjjrrrr,anjir
4329,ngeliatin,melihati
4330,ngumbar2,mengumbar-umbar
4331,romantiss,romantis
4332,cocook,cocok
4333,lucuuuuuuuu,lucu
4334,kaaaaaann,kan
4335,nyaaaaaaa,nya
4336,lgs,langsung
4337,yaang,yang
4338,bangedt,banget
4339,gde,gede
4340,lutunaaa,lucunya
4341,bikinnn,bikin
4342,keee,ke
4343,bungkuuussss,bungkus
4344,lucux,lucunya
4345,buanyaaak,banyak
4346,aaamiiinnn,amin
4347,aaamiiin,amin
4348,ntap,mantap
4349,abgnyaah,abangnya
4350,mungkiin,mungkin
4351,akuhh,aku
4352,manteb,mantap
4353,hiduupppp,hidup
4354,tebel,tebal
4355,nganggepin,menanggapi
4356,"mentang""",mentang-mentang
4357,najiss,najis
4358,perjabatt,pejabat
4359,makany,makanya
4360,benneeeeeerr,benar
4361,krjaan,pekerjaan
4362,kdng,kadang
4363,kdang,kadang
4364,knan,kanan
4365,anak'y,anaknya
4366,trknal,terkenal
4367,"gtu""",begitu-gitu
4368,klok,kalo
4369,aamiiiinnnnn,amin
4370,pengennnn,pengin
4371,guw,gue
4372,siiiiiiippppppppp,sip
4373,selaloe,selalu
4374,donggg,dong
4375,beruntungnyaaaa,beruntungnya
4376,soal'y,soalnya
4377,prhatian,perhatian
4378,hebaat,hebat
4379,ampunn,ampun
4380,gueeeee,gue
4381,liatt,lihat
4382,gehh,gih
4383,ankknyaaa,anaknya
4384,centilnyaaaaaa,centilnya
4385,gemesshzzzzhzzhzhzhsjssjs,gemas
4386,ngacaaa,mengaca
4387,diaaa,dia
4388,jirr,anjir
4389,kayaa,kaya
4390,cempreeng,cempreng
4391,centillll,centil
4392,pcran,pacaran
4393,anedh,banget
4394,ampyunnnn,ampun
4395,boro2,boro-boro
4396,nyta,nyata
4397,kampungn,kampungan
4398,j,saja
4399,mnghina,menghina
4400,ngolokin,mengolok
4401,blum,belum
4402,"syirik""",syirik-syirik
4403,than,tahan
4404,dsr,dasar
4405,siriik,sirik
4406,mampuuu,mampu
4407,aduuhh,aduh
4408,cemburuu,cemburu
4409,bingitzzzz,banget
4410,tlog,tolong
4411,apasihhh,apasih
4412,sirikk,sirik
4413,dbnding,dibanding
4414,nrka,neraka
4415,s3ndiri,sendiri
4416,bhgiain,membahagiakan
4417,kdua,kedua
4418,prcya,percaya
4419,bhagaia,bahagia
4420,cuco,cocok
4421,genittt,genit
4422,kx,kak
4423,mlikk,milik
4424,"mentah""",mentah-mentah
4425,canci,cantik
4426,aneed,banget
4427,gimanaa,bagaimana
4428,lainnn,lain
4429,pentingg,penting
4430,bagaimanaaa,bagaimana
4431,krudung,kerudung
4432,enakkkkk,enak
4433,poool,pol
4434,jirrrr,anjir
4435,oprasiya,operasinya
4436,uwee,gue
4437,pilihannny,pilihannya
4438,itumahh,itumah
4439,muuuu,mu
4440,uuhhh,uh
4441,berbakiti,berbakti
4442,alhamd,alhamdulillah
4443,slmttt,selamat
4444,ucapin,mengucapkan
4445,tetp,tetap
4446,ditengah2,ditengah-tengah
4447,semuanyaa,semuanya
4448,semuannyaaa,semuanya
4449,aminn2,amin-amin
4450,abs,habis
4451,kebnyak'an,kebanyakan
4452,melahirin,melahirkan
4453,aduuuh,aduh
4454,cakeep,cakep
4455,lhooo,loh
4456,kamuuuu,kamu
4457,bagi2,bagi-bagi
4458,gimn,bagaimana
4459,smogaaa,semoga
4460,aamien,amien
4461,lngsing,langsing
4462,wowoooww,wow
4463,smulla,semula
4464,pdhall,padahal
4465,blln,bulan
4466,senang2,senang-senang
4467,jh,saja
4468,kereeennnn,keren
4469,gilakkk,gila
4470,gtu2,begitu-gitu
4471,cpet,cepat
4472,gataunya,enggak taunya
4473,gtau,enggak tau
4474,fans2,fan-fan
4475,gaharus,enggak harus
